91535	10.179283	49.377149
91623	10.661049	49.289027
91625	10.178253	49.198316
91626	10.304867	49.12167
91714	10.597165	49.041234
91575	10.826729	49.248426
91541	10.175		49.439981
91541	10.202752	49.351657
91541	10.310404	49.365617
91541	10.164123	49.302953
91541	10.223165	49.372174
91541	10.210426	49.469719
91541	10.212126	49.421065
91541	10.299785	49.398478
91583	10.333667	49.330095
91583	10.187948	49.309419
91583	10.282302	49.254123
91583	10.259851	49.286469
91583	10.156711	49.258406
91637	10.243327	49.254589
91629	10.697953	49.358083
91622	10.58597	49.400863
91629	10.627532	49.355549
91746	10.656101	49.175996
91746	10.644209	49.198052
91596	10.479999	49.132731
91599	10.42364	49.147916
91632	10.482033	49.160911
91614	10.361003	49.020359
91634	10.450092	49.039601
91634	10.390733	49.026625
91725	10.540645	49.087977
91725	10.5104		49.053202
91725	10.560231	49.057243
91725	10.620069	49.080616
91725	10.480414	49.059893
91734	10.796968	49.212292
91639	10.723299	49.226119
91323	10.892848	49.714781
91081	11.034277	49.663221
91088	11.015911	49.628271
90542	11.201758	49.574111
91334	10.939122	49.683384
90560	11.156797	49.535894
91072	10.883873	49.568566
91311	10.805721	49.70285
90562	11.129965	49.55682
91096	11.000309	49.639461
91339	10.926701	49.67125
96193	10.714318	49.750949
91085	10.825606	49.622663
91315	10.836116	49.697348
91315	10.764789	49.698239
91315	10.775829	49.753344
91315	10.650272	49.687248
91086	10.822529	49.575073
91086	10.769904	49.589955
91080	11.050632	49.593363
91080	11.065614	49.617391
91080	11.05448	49.608953
91080	11.074132	49.596791
91093	10.875794	49.631864
91093	10.909826	49.627077
90614	10.853041	49.421097
90553	10.853014	49.457442
90613	10.78977	49.40395
90576	10.795598	49.495288
90519	10.958495	49.422443
90617	10.832113	49.522831
90574	10.886133	49.398892
90543	11.015582	49.414352
91452	10.714372	49.482292
90505	10.956456	49.441541
90587	10.876962	49.487394
90587	10.883973	49.512186
90587	10.909913	49.530771
90587	10.85974	49.530546
90515	11.354924	49.385516
90559	11.315139	49.351392
90531	11.214677	49.375014
91214	11.429693	49.507981
91241	11.421843	49.556363
91205	11.278019	49.511562
91227	11.308645	49.449884
91284	11.548709	49.629382
91231	11.318875	49.526136
91242	11.341643	49.509901
91221	11.512782	49.503169
91244	11.375207	49.512398
90548	11.238754	49.482066
90603	11.242961	49.493374
91220	11.341063	49.559467
90564	11.199107	49.472306
90588	11.240717	49.355442
91245	11.33841	49.597489
90610	11.302228	49.387934
91235	11.523338	49.596327
91235	11.510901	49.613677
91235	11.493948	49.557506
91228	11.543979	49.428806
91228	11.471277	49.49335
91239	11.398281	49.471886
91239	11.390931	49.496846
91239	11.412171	49.450965
91425	10.4192		49.502758
96152	10.599379	49.732278
91463	10.540104	49.557686
91448	10.717297	49.551754
91472	10.483195	49.526422
91457	10.65224	49.493537
91406	10.608748	49.580824
91619	10.467934	49.44945
91439	10.514136	49.613982
91439	10.426955	49.647938
91439	10.554177	49.699912
91439	10.43155	49.709395
91439	10.462384	49.665093
91439	10.435371	49.602746
97210	10.327624	49.510702
97210	10.192689	49.570716
97210	10.095223	49.562474
97210	10.224031	49.602473
97210	10.355455	49.591076
97210	10.136126	49.599867
97210	10.12469	49.531539
97210	10.23424	49.543977
97210	10.261001	49.575806
91489	10.771067	49.533835
91489	10.737654	49.563552
91456	10.536906	49.623971
91456	10.627065	49.595487
91456	10.630608	49.615634
91456	10.595943	49.638754
91486	10.706058	49.63911
91486	10.691437	49.630671
91486	10.722083	49.671251
91593	10.324447	49.450379
91593	10.279387	49.458198
91593	10.379179	49.479858
91593	10.363102	49.443326
90616	10.643548	49.456964
90616	10.590874	49.457658
91183	10.963543	49.241445
90580	11.236588	49.251415
91186	11.052778	49.266782
91166	11.013793	49.188088
91167	11.353332	49.046413
91180	11.126163	49.132203
91155	11.191942	49.189352
91126	10.973596	49.292699
90596	11.121747	49.301279
91126	11.079203	49.30264
91187	11.031847	49.151493
91189	10.888468	49.339046
91142	11.09177	49.246218
91174	10.924875	49.176586
91177	11.218105	49.087489
90523	11.145608	49.355128
91735	10.71106	49.155246
91705	10.759225	49.113471
91799	10.93313	48.893971
91788	10.974589	48.934776
91782	10.985801	49.105396
91805	10.710624	48.919506
91807	10.994054	48.895721
91753	10.905667	48.958425
91780	10.971667	49.030107
91710	10.881266	49.14455
91710	10.770916	49.175184
91710	10.838689	49.104669
91710	10.852464	49.083211
91802	10.866072	49.046568
91802	10.788649	49.0573
91802	10.844561	49.007979
91802	10.813813	49.029251
91791	10.967915	49.060787
91791	11.055181	49.078287
91791	11.005087	49.062695
91790	11.114011	49.073591
91790	11.097575	49.033186
91790	11.131541	49.046734
91790	11.126572	49.014939
91719	10.71384	49.059888
91719	10.743353	49.017099
91719	10.66252	49.003705
63701	9.147832	49.973506
97420	10.233723	50.046685
97067	9.93725		49.79393
63754	9.071865	50.08681
63856	9.246066	49.961041
63791	9.008497	50.048052
63826	9.198109	50.122675
63864	9.149913	50.007221
63770	9.183308	49.997821
63757	9.074496	49.919187
63802	9.202982	49.964977
63763	9.203202	50.003889
63867	9.143557	50.030749
63792	9.005138	50.070353
63797	9.062952	49.99941
63844	9.297033	50.013879
63812	9.087302	49.981077
63776	9.16584		50.068869
